cp,municipio,estado,estado_clave,lat,lng
51776,"Villa Guerrero","México",MEX,19.2826,-99.6558
51777,"Villa Guerrero","México",MEX,19.2826,-99.6558
51780,"Villa Guerrero","México",MEX,19.2826,-99.6558
51783,"Villa Guerrero","México",MEX,19.2826,-99.6558
51784,"Villa Guerrero","México",MEX,19.2826,-99.6558
51785,"Villa Guerrero","México",MEX,19.2826,-99.6558
51786,"Villa Guerrero","México",MEX,19.2826,-99.6558
51800,"Zacualpan","México",MEX,19.2826,-99.6558
51810,"Zacualpan","México",MEX,19.2826,-99.6558
51813,"Zacualpan","México",MEX,19.2826,-99.6558
51814,"Zacualpan","México",MEX,19.2826,-99.6558
51815,"Zacualpan","México",MEX,19.2826,-99.6558
51816,"Zacualpan","México",MEX,19.2826,-99.6558
51817,"Zacualpan","México",MEX,19.2826,-99.6558
51820,"Zacualpan","México",MEX,19.2826,-99.6558
51825,"Zacualpan","México",MEX,19.2826,-99.6558
51826,"Zacualpan","México",MEX,19.2826,-99.6558
51827,"Zacualpan","México",MEX,19.2826,-99.6558
51850,"Zacualpan","México",MEX,19.2826,-99.6558
51854,"Zacualpan","México",MEX,19.2826,-99.6558
51855,"Zacualpan","México",MEX,19.2826,-99.6558
51856,"Zacualpan","México",MEX,19.2826,-99.6558
51857,"Zacualpan","México",MEX,19.2826,-99.6558
51860,"Almoloya de Alquisiras","México",MEX,19.2826,-99.6558
51863,"Almoloya de Alquisiras","México",MEX,19.2826,-99.6558
51864,"Almoloya de Alquisiras","México",MEX,19.2826,-99.6558
51865,"Almoloya de Alquisiras","México",MEX,19.2826,-99.6558
51866,"Almoloya de Alquisiras","México",MEX,19.2826,-99.6558
51867,"Almoloya de Alquisiras","México",MEX,19.2826,-99.6558
51870,"Almoloya de Alquisiras","México",MEX,19.2826,-99.6558
51874,"Almoloya de Alquisiras","México",MEX,19.2826,-99.6558
51875,"Almoloya de Alquisiras","México",MEX,19.2826,-99.6558
51880,"Almoloya de Alquisiras","México",MEX,19.2826,-99.6558
51883,"Almoloya de Alquisiras","México",MEX,19.2826,-99.6558
51900,"Ixtapan de la Sal","México",MEX,19.2826,-99.6558
51904,"Ixtapan de la Sal","México",MEX,19.2826,-99.6558
51905,"Ixtapan de la Sal","México",MEX,19.2826,-99.6558
51906,"Ixtapan de la Sal","México",MEX,19.2826,-99.6558
51907,"Ixtapan de la Sal","México",MEX,19.2826,-99.6558
51910,"Ixtapan de la Sal","México",MEX,19.2826,-99.6558
51915,"Ixtapan de la Sal","México",MEX,19.2826,-99.6558
51916,"Ixtapan de la Sal","México",MEX,19.2826,-99.6558
51917,"Ixtapan de la Sal","México",MEX,19.2826,-99.6558
51920,"Ixtapan de la Sal","México",MEX,19.2826,-99.6558
51923,"Ixtapan de la Sal","México",MEX,19.2826,-99.6558
51924,"Ixtapan de la Sal","México",MEX,19.2826,-99.6558
51930,"Ixtapan de la Sal","México",MEX,19.2826,-99.6558
51933,"Ixtapan de la Sal","México",MEX,19.2826,-99.6558
51936,"Ixtapan de la Sal","México",MEX,19.2826,-99.6558
51937,"Ixtapan de la Sal","México",MEX,19.2826,-99.6558
51950,"Tonatico","México",MEX,19.2826,-99.6558
51953,"Tonatico","México",MEX,19.2826,-99.6558
51954,"Tonatico","México",MEX,19.2826,-99.6558
51955,"Tonatico","México",MEX,19.2826,-99.6558
51956,"Tonatico","México",MEX,19.2826,-99.6558
51959,"Tonatico","México",MEX,19.2826,-99.6558
51960,"Tonatico","México",MEX,19.2826,-99.6558
51963,"Tonatico","México",MEX,19.2826,-99.6558
51964,"Tonatico","México",MEX,19.2826,-99.6558
51970,"Tonatico","México",MEX,19.2826,-99.6558
51973,"Tonatico","México",MEX,19.2826,-99.6558
51974,"Tonatico","México",MEX,19.2826,-99.6558
51975,"Tonatico","México",MEX,19.2826,-99.6558
51976,"Tonatico","México",MEX,19.2826,-99.6558
51977,"Tonatico","México",MEX,19.2826,-99.6558
51980,"Zumpahuacán","México",MEX,19.2826,-99.6558
51984,"Zumpahuacán","México",MEX,19.2826,-99.6558
51985,"Zumpahuacán","México",MEX,19.2826,-99.6558
51986,"Zumpahuacán","México",MEX,19.2826,-99.6558
51987,"Zumpahuacán","México",MEX,19.2826,-99.6558
51988,"Zumpahuacán","México",MEX,19.2826,-99.6558
51989,"Zumpahuacán","México",MEX,19.2826,-99.6558
51990,"Zumpahuacán","México",MEX,19.2826,-99.6558
51994,"Zumpahuacán","México",MEX,19.2826,-99.6558
51995,"Zumpahuacán","México",MEX,19.2826,-99.6558
51996,"Zumpahuacán","México",MEX,19.2826,-99.6558
51997,"Zumpahuacán","México",MEX,19.2826,-99.6558
52000,"Lerma","México",MEX,19.2826,-99.6558
52004,"Lerma","México",MEX,19.2826,-99.6558
52005,"Lerma","México",MEX,19.2826,-99.6558
52006,"Lerma","México",MEX,19.2826,-99.6558
52010,"Lerma","México",MEX,19.2826,-99.6558
52020,"Lerma","México",MEX,19.2826,-99.6558
52030,"Lerma","México",MEX,19.2826,-99.6558
52040,"Lerma","México",MEX,19.2826,-99.6558
52043,"Lerma","México",MEX,19.2826,-99.6558
52044,"Lerma","México",MEX,19.2826,-99.6558
52045,"Lerma","México",MEX,19.2826,-99.6558
52046,"Lerma","México",MEX,19.2826,-99.6558
52047,"Lerma","México",MEX,19.2826,-99.6558
52050,"Lerma","México",MEX,19.2826,-99.6558
52054,"Lerma","México",MEX,19.2826,-99.6558
52055,"Lerma","México",MEX,19.2826,-99.6558
52059,"Lerma","México",MEX,19.2826,-99.6558
52060,"Xonacatlán","México",MEX,19.2826,-99.6558
52064,"Xonacatlán","México",MEX,19.2826,-99.6558
52065,"Xonacatlán","México",MEX,19.2826,-99.6558
52067,"Xonacatlán","México",MEX,19.2826,-99.6558
52070,"Xonacatlán","México",MEX,19.2826,-99.6558
52073,"Xonacatlán","México",MEX,19.2826,-99.6558
52074,"Xonacatlán","México",MEX,19.2826,-99.6558
52075,"Xonacatlán","México",MEX,19.2826,-99.6558
52076,"Xonacatlán","México",MEX,19.2826,-99.6558
52077,"Xonacatlán","México",MEX,19.2826,-99.6558
52080,"Otzolotepec","México",MEX,19.2826,-99.6558
52082,"Otzolotepec","México",MEX,19.2826,-99.6558
52083,"Otzolotepec","México",MEX,19.2826,-99.6558
52084,"Otzolotepec","México",MEX,19.2826,-99.6558
52085,"Otzolotepec","México",MEX,19.2826,-99.6558
52088,"Otzolotepec","México",MEX,19.2826,-99.6558
52089,"Otzolotepec","México",MEX,19.2826,-99.6558
52090,"Otzolotepec","México",MEX,19.2826,-99.6558
52095,"Otzolotepec","México",MEX,19.2826,-99.6558
52096,"Otzolotepec","México",MEX,19.2826,-99.6558
52100,"San Mateo Atenco","México",MEX,19.2826,-99.6558
52104,"San Mateo Atenco","México",MEX,19.2826,-99.6558
52105,"San Mateo Atenco","México",MEX,19.2826,-99.6558
52106,"San Mateo Atenco","México",MEX,19.2826,-99.6558
52107,"San Mateo Atenco","México",MEX,19.2826,-99.6558
52110,"San Mateo Atenco","México",MEX,19.2826,-99.6558
52120,"San Mateo Atenco","México",MEX,19.2826,-99.6558
52140,"Metepec","México",MEX,19.2826,-99.6558
52143,"Metepec","México",MEX,19.2826,-99.6558
52144,"Metepec","México",MEX,19.2826,-99.6558
52145,"Metepec","México",MEX,19.2826,-99.6558
52146,"Metepec","México",MEX,19.2826,-99.6558
52147,"Metepec","México",MEX,19.2826,-99.6558
52148,"Metepec","México",MEX,19.2826,-99.6558
52149,"Metepec","México",MEX,19.2826,-99.6558
52150,"Metepec","México",MEX,19.2826,-99.6558
52154,"Metepec","México",MEX,19.2826,-99.6558
52155,"Metepec","México",MEX,19.2826,-99.6558
52156,"Metepec","México",MEX,19.2826,-99.6558
52157,"Metepec","México",MEX,19.2826,-99.6558
52158,"Metepec","México",MEX,19.2826,-99.6558
52159,"Metepec","México",MEX,19.2826,-99.6558
52160,"Metepec","México",MEX,19.2826,-99.6558
52161,"Metepec","México",MEX,19.2826,-99.6558
52163,"Metepec","México",MEX,19.2826,-99.6558
52164,"Metepec","México",MEX,19.2826,-99.6558
52165,"Metepec","México",MEX,19.2826,-99.6558
52166,"Metepec","México",MEX,19.2826,-99.6558
52167,"Metepec","México",MEX,19.2826,-99.6558
52168,"Metepec","México",MEX,19.2826,-99.6558
52169,"Metepec","México",MEX,19.2826,-99.6558
52170,"Metepec","México",MEX,19.2826,-99.6558
52172,"Metepec","México",MEX,19.2826,-99.6558
52175,"Metepec","México",MEX,19.2826,-99.6558
52176,"Metepec","México",MEX,19.2826,-99.6558
52177,"Metepec","México",MEX,19.2826,-99.6558
52178,"Metepec","México",MEX,19.2826,-99.6558
52179,"Metepec","México",MEX,19.2826,-99.6558
52180,"Mexicaltzingo","México",MEX,19.2826,-99.6558
52182,"Mexicaltzingo","México",MEX,19.2826,-99.6558
52183,"Mexicaltzingo","México",MEX,19.2826,-99.6558
52184,"Mexicaltzingo","México",MEX,19.2826,-99.6558
52185,"Mexicaltzingo","México",MEX,19.2826,-99.6558
52186,"Mexicaltzingo","México",MEX,19.2826,-99.6558
52187,"Mexicaltzingo","México",MEX,19.2826,-99.6558
52189,"Mexicaltzingo","México",MEX,19.2826,-99.6558
52200,"Calimaya","México",MEX,19.2826,-99.6558
52203,"Calimaya","México",MEX,19.2826,-99.6558
52204,"Calimaya","México",MEX,19.2826,-99.6558
52205,"Calimaya","México",MEX,19.2826,-99.6558
52210,"Calimaya","México",MEX,19.2826,-99.6558
52213,"Calimaya","México",MEX,19.2826,-99.6558
52214,"Calimaya","México",MEX,19.2826,-99.6558
52215,"Calimaya","México",MEX,19.2826,-99.6558
52220,"Calimaya","México",MEX,19.2826,-99.6558
52223,"Calimaya","México",MEX,19.2826,-99.6558
52224,"Calimaya","México",MEX,19.2826,-99.6558
52225,"Calimaya","México",MEX,19.2826,-99.6558
52226,"Calimaya","México",MEX,19.2826,-99.6558
52227,"Calimaya","México",MEX,19.2826,-99.6558
52228,"Calimaya","México",MEX,19.2826,-99.6558
52230,"Calimaya","México",MEX,19.2826,-99.6558
52233,"Calimaya","México",MEX,19.2826,-99.6558
52234,"Calimaya","México",MEX,19.2826,-99.6558
52235,"Calimaya","México",MEX,19.2826,-99.6558
52236,"Calimaya","México",MEX,19.2826,-99.6558
52240,"Chapultepec","México",MEX,19.2826,-99.6558
52243,"Chapultepec","México",MEX,19.2826,-99.6558
52244,"Chapultepec","México",MEX,19.2826,-99.6558
52250,"Chapultepec","México",MEX,19.2826,-99.6558
52253,"Chapultepec","México",MEX,19.2826,-99.6558
52254,"Chapultepec","México",MEX,19.2826,-99.6558
52280,"San Antonio la Isla","México",MEX,19.2826,-99.6558
52282,"San Antonio la Isla","México",MEX,19.2826,-99.6558
52286,"San Antonio la Isla","México",MEX,19.2826,-99.6558
52290,"San Antonio la Isla","México",MEX,19.2826,-99.6558
52300,"Tenango del Valle","México",MEX,19.2826,-99.6558
52303,"Tenango del Valle","México",MEX,19.2826,-99.6558
52304,"Tenango del Valle","México",MEX,19.2826,-99.6558
52305,"Tenango del Valle","México",MEX,19.2826,-99.6558
52307,"Tenango del Valle","México",MEX,19.2826,-99.6558
52310,"Tenango del Valle","México",MEX,19.2826,-99.6558
52315,"Tenango del Valle","México",MEX,19.2826,-99.6558
52316,"Tenango del Valle","México",MEX,19.2826,-99.6558
52317,"Tenango del Valle","México",MEX,19.2826,-99.6558
52320,"Tenango del Valle","México",MEX,19.2826,-99.6558
52323,"Tenango del Valle","México",MEX,19.2826,-99.6558
52330,"Tenango del Valle","México",MEX,19.2826,-99.6558
52333,"Tenango del Valle","México",MEX,19.2826,-99.6558
52334,"Tenango del Valle","México",MEX,19.2826,-99.6558
52336,"Tenango del Valle","México",MEX,19.2826,-99.6558
52337,"Tenango del Valle","México",MEX,19.2826,-99.6558
52340,"Tenango del Valle","México",MEX,19.2826,-99.6558
52343,"Tenango del Valle","México",MEX,19.2826,-99.6558
52345,"Tenango del Valle","México",MEX,19.2826,-99.6558
52346,"Tenango del Valle","México",MEX,19.2826,-99.6558
52347,"Tenango del Valle","México",MEX,19.2826,-99.6558
52350,"Tenango del Valle","México",MEX,19.2826,-99.6558
52353,"Tenango del Valle","México",MEX,19.2826,-99.6558
52354,"Tenango del Valle","México",MEX,19.2826,-99.6558
52355,"Tenango del Valle","México",MEX,19.2826,-99.6558
52356,"Tenango del Valle","México",MEX,19.2826,-99.6558
52357,"Tenango del Valle","México",MEX,19.2826,-99.6558
52360,"Rayón","México",MEX,19.2826,-99.6558
52362,"Rayón","México",MEX,19.2826,-99.6558
52363,"Rayón","México",MEX,19.2826,-99.6558
52364,"Rayón","México",MEX,19.2826,-99.6558
52365,"Rayón","México",MEX,19.2826,-99.6558
52366,"Rayón","México",MEX,19.2826,-99.6558
52367,"Rayón","México",MEX,19.2826,-99.6558
52370,"Joquicingo","México",MEX,19.2826,-99.6558
52374,"Joquicingo","México",MEX,19.2826,-99.6558
52376,"Joquicingo","México",MEX,19.2826,-99.6558
52380,"Joquicingo","México",MEX,19.2826,-99.6558
52384,"Joquicingo","México",MEX,19.2826,-99.6558
52387,"Joquicingo","México",MEX,19.2826,-99.6558
52390,"Joquicingo","México",MEX,19.2826,-99.6558
52400,"Tenancingo","México",MEX,19.2826,-99.6558
52403,"Tenancingo","México",MEX,19.2826,-99.6558
52410,"Tenancingo","México",MEX,19.2826,-99.6558
52413,"Tenancingo","México",MEX,19.2826,-99.6558
52414,"Tenancingo","México",MEX,19.2826,-99.6558
52415,"Tenancingo","México",MEX,19.2826,-99.6558
52416,"Tenancingo","México",MEX,19.2826,-99.6558
52420,"Tenancingo","México",MEX,19.2826,-99.6558
52423,"Tenancingo","México",MEX,19.2826,-99.6558
52424,"Tenancingo","México",MEX,19.2826,-99.6558
52425,"Tenancingo","México",MEX,19.2826,-99.6558
52426,"Tenancingo","México",MEX,19.2826,-99.6558
52427,"Tenancingo","México",MEX,19.2826,-99.6558
52430,"Tenancingo","México",MEX,19.2826,-99.6558
52433,"Tenancingo","México",MEX,19.2826,-99.6558
52434,"Tenancingo","México",MEX,19.2826,-99.6558
52435,"Tenancingo","México",MEX,19.2826,-99.6558
52436,"Tenancingo","México",MEX,19.2826,-99.6558
52437,"Tenancingo","México",MEX,19.2826,-99.6558
52440,"Malinalco","México",MEX,19.2826,-99.6558
52443,"Malinalco","México",MEX,19.2826,-99.6558
52444,"Malinalco","México",MEX,19.2826,-99.6558
52460,"Malinalco","México",MEX,19.2826,-99.6558
52463,"Malinalco","México",MEX,19.2826,-99.6558
52464,"Malinalco","México",MEX,19.2826,-99.6558
52465,"Malinalco","México",MEX,19.2826,-99.6558
52466,"Malinalco","México",MEX,19.2826,-99.6558
52467,"Malinalco","México",MEX,19.2826,-99.6558
52470,"Malinalco","México",MEX,19.2826,-99.6558
52473,"Malinalco","México",MEX,19.2826,-99.6558
52476,"Malinalco","México",MEX,19.2826,-99.6558
52477,"Malinalco","México",MEX,19.2826,-99.6558
52480,"Ocuilan","México",MEX,19.2826,-99.6558
52483,"Ocuilan","México",MEX,19.2826,-99.6558
52484,"Ocuilan","México",MEX,19.2826,-99.6558
52485,"Ocuilan","México",MEX,19.2826,-99.6558
52486,"Ocuilan","México",MEX,19.2826,-99.6558
52487,"Ocuilan","México",MEX,19.2826,-99.6558
52490,"Ocuilan","México",MEX,19.2826,-99.6558
52493,"Ocuilan","México",MEX,19.2826,-99.6558
52494,"Ocuilan","México",MEX,19.2826,-99.6558
52495,"Ocuilan","México",MEX,19.2826,-99.6558
52496,"Ocuilan","México",MEX,19.2826,-99.6558
52497,"Ocuilan","México",MEX,19.2826,-99.6558
52500,"Atizapán","México",MEX,19.2826,-99.6558
52503,"Atizapán","México",MEX,19.2826,-99.6558
52504,"Atizapán","México",MEX,19.2826,-99.6558
52505,"Atizapán","México",MEX,19.2826,-99.6558
52506,"Atizapán","México",MEX,19.2826,-99.6558
52540,"Almoloya del Río","México",MEX,19.2826,-99.6558
52542,"Almoloya del Río","México",MEX,19.2826,-99.6558
52544,"Almoloya del Río","México",MEX,19.2826,-99.6558
52570,"Texcalyacac","México",MEX,19.2826,-99.6558
52600,"Tianguistenco","México",MEX,19.2826,-99.6558
52603,"Tianguistenco","México",MEX,19.2826,-99.6558
52604,"Tianguistenco","México",MEX,19.2826,-99.6558
52605,"Tianguistenco","México",MEX,19.2826,-99.6558
52607,"Tianguistenco","México",MEX,19.2826,-99.6558
52613,"Tianguistenco","México",MEX,19.2826,-99.6558
52614,"Tianguistenco","México",MEX,19.2826,-99.6558
52640,"Tianguistenco","México",MEX,19.2826,-99.6558
52644,"Tianguistenco","México",MEX,19.2826,-99.6558
52645,"Tianguistenco","México",MEX,19.2826,-99.6558
52646,"Tianguistenco","México",MEX,19.2826,-99.6558
52650,"Tianguistenco","México",MEX,19.2826,-99.6558
52653,"Tianguistenco","México",MEX,19.2826,-99.6558
52654,"Tianguistenco","México",MEX,19.2826,-99.6558
52656,"Tianguistenco","México",MEX,19.2826,-99.6558
52660,"Tianguistenco","México",MEX,19.2826,-99.6558
52663,"Tianguistenco","México",MEX,19.2826,-99.6558
52664,"Tianguistenco","México",MEX,19.2826,-99.6558
52665,"Tianguistenco","México",MEX,19.2826,-99.6558
52666,"Tianguistenco","México",MEX,19.2826,-99.6558
52667,"Tianguistenco","México",MEX,19.2826,-99.6558
52680,"Xalatlaco","México",MEX,19.2826,-99.6558
52683,"Xalatlaco","México",MEX,19.2826,-99.6558
52684,"Xalatlaco","México",MEX,19.2826,-99.6558
52685,"Xalatlaco","México",MEX,19.2826,-99.6558
52686,"Xalatlaco","México",MEX,19.2826,-99.6558
52688,"Xalatlaco","México",MEX,19.2826,-99.6558
52689,"Xalatlaco","México",MEX,19.2826,-99.6558
52690,"Xalatlaco","México",MEX,19.2826,-99.6558
52693,"Xalatlaco","México",MEX,19.2826,-99.6558
52700,"Capulhuac","México",MEX,19.2826,-99.6558
52710,"Capulhuac","México",MEX,19.2826,-99.6558
52713,"Capulhuac","México",MEX,19.2826,-99.6558
52714,"Capulhuac","México",MEX,19.2826,-99.6558
52715,"Capulhuac","México",MEX,19.2826,-99.6558
52720,"Capulhuac","México",MEX,19.2826,-99.6558
52723,"Capulhuac","México",MEX,19.2826,-99.6558
52730,"Capulhuac","México",MEX,19.2826,-99.6558
52733,"Capulhuac","México",MEX,19.2826,-99.6558
52740,"Ocoyoacac","México",MEX,19.2826,-99.6558
52743,"Ocoyoacac","México",MEX,19.2826,-99.6558
52750,"Ocoyoacac","México",MEX,19.2826,-99.6558
52753,"Ocoyoacac","México",MEX,19.2826,-99.6558
52754,"Ocoyoacac","México",MEX,19.2826,-99.6558
52755,"Ocoyoacac","México",MEX,19.2826,-99.6558
52756,"Ocoyoacac","México",MEX,19.2826,-99.6558
52757,"Ocoyoacac","México",MEX,19.2826,-99.6558
52760,"Huixquilucan","México",MEX,19.2826,-99.6558
52763,"Huixquilucan","México",MEX,19.2826,-99.6558
52764,"Huixquilucan","México",MEX,19.2826,-99.6558
52765,"Huixquilucan","México",MEX,19.2826,-99.6558
52766,"Huixquilucan","México",MEX,19.2826,-99.6558
52767,"Huixquilucan","México",MEX,19.2826,-99.6558
52768,"Huixquilucan","México",MEX,19.2826,-99.6558
52769,"Huixquilucan","México",MEX,19.2826,-99.6558
52770,"Huixquilucan","México",MEX,19.2826,-99.6558
52773,"Huixquilucan","México",MEX,19.2826,-99.6558
52774,"Huixquilucan","México",MEX,19.2826,-99.6558
52775,"Huixquilucan","México",MEX,19.2826,-99.6558
52776,"Huixquilucan","México",MEX,19.2826,-99.6558
52777,"Huixquilucan","México",MEX,19.2826,-99.6558
52778,"Huixquilucan","México",MEX,19.2826,-99.6558
52779,"Huixquilucan","México",MEX,19.2826,-99.6558
52780,"Huixquilucan","México",MEX,19.2826,-99.6558
52783,"Huixquilucan","México",MEX,19.2826,-99.6558
52784,"Huixquilucan","México",MEX,19.2826,-99.6558
52785,"Huixquilucan","México",MEX,19.2826,-99.6558
52786,"Huixquilucan","México",MEX,19.2826,-99.6558
52787,"Huixquilucan","México",MEX,19.2826,-99.6558
52788,"Huixquilucan","México",MEX,19.2826,-99.6558
52789,"Huixquilucan","México",MEX,19.2826,-99.6558
52790,"Huixquilucan","México",MEX,19.2826,-99.6558
52793,"Huixquilucan","México",MEX,19.2826,-99.6558
52794,"Huixquilucan","México",MEX,19.2826,-99.6558
52795,"Huixquilucan","México",MEX,19.2826,-99.6558
52796,"Huixquilucan","México",MEX,19.2826,-99.6558
52797,"Huixquilucan","México",MEX,19.2826,-99.6558
52798,"Huixquilucan","México",MEX,19.2826,-99.6558
52799,"Huixquilucan","México",MEX,19.2826,-99.6558
52900,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52909,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52910,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52915,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52916,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52918,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52919,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52920,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52923,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52924,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52925,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52926,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52927,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52928,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52929,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52930,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52934,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52936,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52937,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52938,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52939,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52940,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52945,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52946,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52947,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52948,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52949,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52950,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52953,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52956,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52957,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52958,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52959,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52960,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52965,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52966,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52967,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52968,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52970,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52975,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52976,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52977,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52978,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52979,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52980,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52985,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52986,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52987,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52988,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52989,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52990,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52994,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52995,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52996,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52997,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
52998,"Atizapán de Zaragoza","México",MEX,19.2826,-99.6558
53000,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53010,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53030,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53040,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53050,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53060,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53070,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53100,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53110,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53115,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53116,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53117,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53119,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53120,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53124,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53125,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53126,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53127,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53128,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53129,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53130,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53138,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53140,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53150,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53160,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53170,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53177,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53178,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53179,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53200,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53215,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53216,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53217,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53218,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53219,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53220,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53224,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53227,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53228,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53229,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53230,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53237,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53239,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53240,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53247,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53248,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53250,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53260,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53270,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
53278,"Naucalpan de Juárez","México",MEX,19.2826,-99.6558
